country,region,tax_form_code,tax_form_name,description,purpose,visible_to_customers,report_level,authority_level_guess,form_master_id,tax_authority_count,tax_authorities,tax_authority_ids,tax_type_count,tax_types,tax_type_ids,form_image_urls,raw_form_summary
US,HI,USHIG49,HI G 49,General Excise/Use Tax Annual Return and Reconciliation,"Use to report sales tax, sellers use tax, and consumer use tax on the same annual return.",True,STA,state,325,1,HAWAII,278,5,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Excise,1 | 2 | 3 | 4 | 8,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/618d31c4-877d-47d1-adf2-66d781fe22b2.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/366d387c-b568-42f1-b8f1-4ea912d8227d.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/f1cd31d9-b42e-4a9c-8106-32580f92fe86.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4676173c-922e-4e4b-be98-cd23498ea088.png""]","{""FormMasterId"":325,""TaxFormCode"":""USHIG49"",""TaxFormName"":""HI G 49"",""Description"":""General Excise/Use Tax Annual Return and Reconciliation"",""Country"":""US"",""Region"":""HI"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax on the same annual return.""}"
US,IA,USIA32028,IA 32028,Iowa Sales and Use Tax Return,"Use to report sales tax, sellers use tax, and consumer use tax.",True,STA,state,21018684,1,IOWA,279,6,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging | Telecom,1 | 2 | 3 | 4 | 7 | 10,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/0b868b71-050e-470c-b624-8b052723aa1d.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/09d8efec-eb88-451b-8269-2426490037ce.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ae97139a-5bd9-4922-a4b0-66c37516db5c.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/c8dfd87b-669b-4e0c-afd1-88752ece9190.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/fdf36a34-2a2e-4969-b061-960354b0e6ec.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/a191cf44-d1c6-4a4f-b9ee-10464a961518.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e7c9435d-d4db-43e0-b143-e0a0bcc4b54b.png""]","{""FormMasterId"":21018684,""TaxFormCode"":""USIA32028"",""TaxFormName"":""IA 32028"",""Description"":""Iowa Sales and Use Tax Return"",""Country"":""US"",""Region"":""IA"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax.""}"
US,ID,USID850,ID 850,Idaho Sales and Use Tax Return,"Use to report sales tax, sellers use tax, and consumer use tax.",True,STA,state,341,1,IDAHO,74,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/aea3d42f-836a-4380-b7a6-ac9fee1266f7.png""]","{""FormMasterId"":341,""TaxFormCode"":""USID850"",""TaxFormName"":""ID 850"",""Description"":""Idaho Sales and Use Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax.""}"
US,ID,USIDKETCHUM,ID Ketchum,City of Ketchum - Non Property Tax,Use to report local sales tax and sellers use tax.,True,CIT,city,342,1,KETCHUM,76,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/af98f9e3-3724-409e-a67f-5a4b0ba7591f.png""]","{""FormMasterId"":342,""TaxFormCode"":""USIDKETCHUM"",""TaxFormName"":""ID Ketchum"",""Description"":""City of Ketchum - Non Property Tax"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDLAVAHOTSPRINGS,ID City of Lava Hot Springs,City of Lava Hot Springs - Non Property Tax,Use to report local sales tax and sellers use tax.,True,CIT,city,343,1,LAVA HOT SPRINGS,77,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/84857331-8bcc-4804-8769-c1b173051475.png""]","{""FormMasterId"":343,""TaxFormCode"":""USIDLAVAHOTSPRINGS"",""TaxFormName"":""ID City of Lava Hot Springs"",""Description"":""City of Lava Hot Springs - Non Property Tax"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDDRIGGS,ID Driggs,Local Accommodation and Sales Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,344,1,DRIGGS,75,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/04c60773-5c0c-465b-9f5c-41b7898404c9.png""]","{""FormMasterId"":344,""TaxFormCode"":""USIDDRIGGS"",""TaxFormName"":""ID Driggs"",""Description"":""Local Accommodation and Sales Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDSTANLEY,ID Stanley,Municipal Non-property Sales Tax Reporting Form,Use to report local sales tax and sellers use tax.,True,CIT,city,346,1,STANLEY,409,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e73223f6-f9b4-4108-81eb-4f0b7ac9217b.png""]","{""FormMasterId"":346,""TaxFormCode"":""USIDSTANLEY"",""TaxFormName"":""ID Stanley"",""Description"":""Municipal Non-property Sales Tax Reporting Form"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDSUNVALLEY,ID Sun Valley,Nonproperty Sales Tax (Lot) Local Option Tax,Use to report local sales tax and sellers use tax.,True,CIT,city,347,1,SUN VALLEY,78,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/2901bdc1-c2e6-450b-a420-2d6664091a11.png""]","{""FormMasterId"":347,""TaxFormCode"":""USIDSUNVALLEY"",""TaxFormName"":""ID Sun Valley"",""Description"":""Nonproperty Sales Tax (Lot) Local Option Tax"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDVICTOR,ID Victor,Non-Property Sales Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,348,1,VICTOR,424,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4506bcf0-e998-4de4-97aa-526f6a4e6691.png""]","{""FormMasterId"":348,""TaxFormCode"":""USIDVICTOR"",""TaxFormName"":""ID Victor"",""Description"":""Non-Property Sales Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDDONNELLY,ID Donnelly,Local Option Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,895,1,DONNELLY ,410,3,Sales Tax | Sellers Use | Lodging,1 | 2 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/9b6b5c8d-ace4-4e26-b58e-2db4567d29e3.png""]","{""FormMasterId"":895,""TaxFormCode"":""USIDDONNELLY"",""TaxFormName"":""ID Donnelly"",""Description"":""Local Option Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDMCCALL,ID McCall,Local Option Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,1069,1,MCCALL,475,4,Sales Tax | Sellers Use | Consumer Use | Lodging,1 | 2 | 3 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/0353ea60-3c32-4c94-bc2f-402cf563ead6.png""]","{""FormMasterId"":1069,""TaxFormCode"":""USIDMCCALL"",""TaxFormName"":""ID McCall"",""Description"":""Local Option Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,ID,USIDHAILEY,ID Hailey,Municipal Non-Property Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,1411,1,HAILEY,408,5,Sales Tax | Sellers Use | Rental and Leasing | Lodging | Alcohol,1 | 2 | 4 | 7 | 9,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/c9e6c031-caff-4ba3-b5fe-4173622acc20.png""]","{""FormMasterId"":1411,""TaxFormCode"":""USIDHAILEY"",""TaxFormName"":""ID Hailey"",""Description"":""Municipal Non-Property Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDRIGGINS,ID City of Riggins,Municipal Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,2425,1,RIGGINS,480,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b9cf3d5a-475a-4b7f-97d0-d204eb2f1c20.png""]","{""FormMasterId"":2425,""TaxFormCode"":""USIDRIGGINS"",""TaxFormName"":""ID City of Riggins"",""Description"":""Municipal Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,ID,USIDPONDERAY,ID PONDERAY,Local Option Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,12571,1,PONDERAY,539,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/a0568140-77c2-4889-abd2-f0215b64ea47.png""]","{""FormMasterId"":12571,""TaxFormCode"":""USIDPONDERAY"",""TaxFormName"":""ID PONDERAY"",""Description"":""Local Option Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,ID,USIDMACKAY,ID Mackay,Municipal Non-Property Sales (Option) Tax Form,Use to report local sellers use tax.,True,CIT,city,12939,1,MACKAY,6153,1,Sales Tax,1,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/3fefdf64-3b5f-4661-a73c-5b55a9348723.png""]","{""FormMasterId"":12939,""TaxFormCode"":""USIDMACKAY"",""TaxFormName"":""ID Mackay"",""Description"":""Municipal Non-Property Sales (Option) Tax Form"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sellers use tax.""}"
US,ID,USIDSWANVALLEY,ID Swan Valley,Sales Tax and Occupancy Tax Report,Use to report local sales tax.,True,CIT,city,1018413,1,SWAN VALLEY,6378,1,Sales Tax,1,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ad37ee72-3b09-45e0-8166-f0ca7295346b.png""]","{""FormMasterId"":1018413,""TaxFormCode"":""USIDSWANVALLEY"",""TaxFormName"":""ID Swan Valley"",""Description"":""Sales Tax and Occupancy Tax Report"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax.""}"
US,ID,USIDBONNERSFERRY,ID Bonners Ferry City,Non Property Sales Tax Local Option Voucher,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,21019135,1,BONNERS FERRY,6557,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/70e3881e-398e-43e7-be2a-143d5856850b.png""]","{""FormMasterId"":21019135,""TaxFormCode"":""USIDBONNERSFERRY"",""TaxFormName"":""ID Bonners Ferry City"",""Description"":""Non Property Sales Tax Local Option Voucher"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,ID,USIDHARRISON,ID Harrison,Harrison Local-Option Non-Property Tax Return,,True,CIT,city,21019586,1,HARRISON,6727,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/2b4f3985-b619-4af7-a245-d43bad664e3a.png""]","{""FormMasterId"":21019586,""TaxFormCode"":""USIDHARRISON"",""TaxFormName"":""ID Harrison"",""Description"":""Harrison Local-Option Non-Property Tax Return"",""Country"":""US"",""Region"":""ID"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":null}"
US,IL,USILST1,IL ST1,Sales and Use Tax and E911 Surcharge Return,"Use to report sales tax, sellers use tax, and consumer use tax.",True,STA,state,355,1,ILLINOIS,275,6,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Alcohol | Telecom,1 | 2 | 3 | 4 | 9 | 10,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/12b196c3-9930-4ad4-ab09-8b1a3da28516.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/8c620e19-456f-4a77-8c75-90f608c7c8ac.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/dbda1f12-b26c-4242-9422-2cce8fe5cf6d.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6b883167-2e87-466c-a645-985f08171034.png""]","{""FormMasterId"":355,""TaxFormCode"":""USILST1"",""TaxFormName"":""IL ST1"",""Description"":""Sales and Use Tax and E911 Surcharge Return"",""Country"":""US"",""Region"":""IL"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax.""}"
US,IL,USILCAMPTONHILLS,IL Campton Streaming Amusement,Streaming Amusement Tax return,,True,CIT,city,21020126,1,CAMPTON HILLS,7079,1,Sales Tax,1,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/5766f41b-50f1-421d-ba55-1290d318fedc.png""]","{""FormMasterId"":21020126,""TaxFormCode"":""USILCAMPTONHILLS"",""TaxFormName"":""IL Campton Streaming Amusement"",""Description"":""Streaming Amusement Tax return"",""Country"":""US"",""Region"":""IL"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":null}"
US,IN,USINST103,IN ST103,Sales and Use Tax,"Use to report sales tax, sellers use tax, and consumer use tax.",True,STA,state,367,1,INDIANA,99,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/1c9257fd-da04-47a4-bf39-5a33fc32272c.png""]","{""FormMasterId"":367,""TaxFormCode"":""USINST103"",""TaxFormName"":""IN ST103"",""Description"":""Sales and Use Tax"",""Country"":""US"",""Region"":""IN"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax.""}"
US,KS,USKSCT9U,KS CT 9U,Kansas Retailers' Compensation Use Tax Return,Use to report retailers’ use tax.,True,STA,state,369,1,KANSAS,280,1,Sellers Use,2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/1b2fb0bc-ea03-4f1a-bb81-4bb4fbe57733.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/2413baa1-37bd-4578-befc-26c26cf9b4ee.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/f29e5b7b-61fb-4a3e-89e0-6a726c05c194.png""]","{""FormMasterId"":369,""TaxFormCode"":""USKSCT9U"",""TaxFormName"":""KS CT 9U"",""Description"":""Kansas Retailers' Compensation Use Tax Return"",""Country"":""US"",""Region"":""KS"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report retailers\u2019 use tax.""}"
US,KS,USKSST36,KS ST36,Kansas Retailers' Sales Tax Return (long form),Use when you collect sales tax in multiple Kansas jurisdictions.,True,STA,state,372,1,KANSAS,280,1,Sales Tax,1,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6a9acc96-795d-49c3-a267-016b162aded3.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/67970228-f194-4133-81ce-d9cd06f8af42.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/d67f8b21-e7e0-405f-87bf-778fcfe42cb5.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/da0b967b-9dbf-4377-ac2a-2fb78d77bf56.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/5691afc2-0418-4845-9da2-e1456aed000f.png""]","{""FormMasterId"":372,""TaxFormCode"":""USKSST36"",""TaxFormName"":""KS ST36"",""Description"":""Kansas Retailers' Sales Tax Return (long form)"",""Country"":""US"",""Region"":""KS"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use when you collect sales tax in multiple Kansas jurisdictions.""}"
US,KS,USKSCT10U,KS CT 10U,Kansas Consumers' Compensating Use Tax Return,Use to report consumer use tax.,True,STA,state,763,1,KANSAS,280,1,Consumer Use,3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ab2dfc9b-18ff-4dcf-b22d-04ae0a19d183.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/321de39a-885a-4675-b872-80b9ab752e40.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b0d1349f-06a4-468e-97d6-3d44a8e4745e.png""]","{""FormMasterId"":763,""TaxFormCode"":""USKSCT10U"",""TaxFormName"":""KS CT 10U"",""Description"":""Kansas Consumers' Compensating Use Tax Return"",""Country"":""US"",""Region"":""KS"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report consumer use tax.""}"
US,KY,USKY51A102,KY 51A102,Kentucky State Sales and Use Tax Worksheet,"Use to report sales tax, sellers use tax, and consumer use tax.",True,STA,state,375,1,KENTUCKY,91,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e52f9640-c9b6-4df8-9692-c7652e0d9e40.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4020a484-8216-4eeb-83ca-536d22b8c7fb.png""]","{""FormMasterId"":375,""TaxFormCode"":""USKY51A102"",""TaxFormName"":""KY 51A102"",""Description"":""Kentucky State Sales and Use Tax Worksheet"",""Country"":""US"",""Region"":""KY"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax.""}"
US,KY,USKY51A113O,KY 51A113(O),Consumer's Use Tax Return ONLY,Use when you only need to report consumer's use tax.,True,STA,state,784,1,KENTUCKY,91,1,Consumer Use,3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/84b85fc3-b4a1-49d0-b9fc-c74af03dc3a1.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4caba893-a443-4210-8e13-72efe3f2d75a.png""]","{""FormMasterId"":784,""TaxFormCode"":""USKY51A113O"",""TaxFormName"":""KY 51A113(O)"",""Description"":""Consumer's Use Tax Return ONLY"",""Country"":""US"",""Region"":""KY"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use when you only need to report consumer's use tax.""}"
US,LA,USLAACADIA,LA Acadia,Acadia Parish Local Sales & Use Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,376,1,ACADIA,320,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/a55accc3-8e36-4bf5-b3fb-3a9a9d83b5f8.png""]","{""FormMasterId"":376,""TaxFormCode"":""USLAACADIA"",""TaxFormName"":""LA Acadia"",""Description"":""Acadia Parish Local Sales & Use Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLAALLEN,LA Allen,Allen Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,378,1,ALLEN,321,4,Sales Tax | Sellers Use | Consumer Use | Lodging,1 | 2 | 3 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/c0cfcf73-ec51-4763-87ae-f840130c2d45.png""]","{""FormMasterId"":378,""TaxFormCode"":""USLAALLEN"",""TaxFormName"":""LA Allen"",""Description"":""Allen Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLAASCENSION,LA Ascension,Ascension Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,379,1,ASCENSION,322,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b46a8f6f-e483-46a1-9fcc-ab4b027be54b.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/12e4c5a6-ec29-400a-8cd7-cfe1f27a2505.png""]","{""FormMasterId"":379,""TaxFormCode"":""USLAASCENSION"",""TaxFormName"":""LA Ascension"",""Description"":""Ascension Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLAASSUMPTION,LA Assumption,Assumption Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,380,1,ASSUMPTION,323,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6c5cbd68-79de-4145-ada7-94d6824cf19a.png""]","{""FormMasterId"":380,""TaxFormCode"":""USLAASSUMPTION"",""TaxFormName"":""LA Assumption"",""Description"":""Assumption Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLAAVOYELLES,LA Avoyelles,Avoyelles Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,381,1,AVOYELLES,325,4,Sales Tax | Sellers Use | Consumer Use | Lodging,1 | 2 | 3 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/22bfe7a6-3332-449f-88f7-3dd73304e95b.png""]","{""FormMasterId"":381,""TaxFormCode"":""USLAAVOYELLES"",""TaxFormName"":""LA Avoyelles"",""Description"":""Avoyelles Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLABEAUREGARD,LA Beauregard,Beauregard Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,382,1,BEAUREGARD,326,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/bbd9f96e-3cab-47fd-bc46-75f55392f77c.png""]","{""FormMasterId"":382,""TaxFormCode"":""USLABEAUREGARD"",""TaxFormName"":""LA Beauregard"",""Description"":""Beauregard Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLABIENVILLE,LA Bienville,Bienville Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,383,1,BIENVILLE,327,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4149923f-5108-4e10-a792-79690f9644f8.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b0ab031d-8bf5-4dde-8a18-47c72e3b36d3.png""]","{""FormMasterId"":383,""TaxFormCode"":""USLABIENVILLE"",""TaxFormName"":""LA Bienville"",""Description"":""Bienville Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLABOSSIER,LA Bossier,Bossier Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,384,1,BOSSIER,328,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/d65425f6-c9a7-4fd3-9458-accfb6b99199.png""]","{""FormMasterId"":384,""TaxFormCode"":""USLABOSSIER"",""TaxFormName"":""LA Bossier"",""Description"":""Bossier Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLACADDO,LA Caddo,Caddo Parish Local Sales & Use Tax Report,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,385,1,CADDO,329,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/f4c4ac68-c0da-4fc3-9568-a3201c11eb66.png""]","{""FormMasterId"":385,""TaxFormCode"":""USLACADDO"",""TaxFormName"":""LA Caddo"",""Description"":""Caddo Parish Local Sales & Use Tax Report"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,LA,USLACALCASIEU,LA Calcasieu,Calcasieu Parish Sales & Use Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,386,1,CALCASIEU,330,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/0a013619-fbf0-49af-8b2f-1f90fb54267d.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/2e81e800-aa35-460b-af9e-05656441f65d.png""]","{""FormMasterId"":386,""TaxFormCode"":""USLACALCASIEU"",""TaxFormName"":""LA Calcasieu"",""Description"":""Calcasieu Parish Sales & Use Tax Return"",""Country"":""US"",""Region"":""LA"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
