tax_form_code,tax_form_name,legacy_return_name,description,country,region,purpose,status,effective_date,end_date,preview_image,form_master_id,form_version_id,major,minor,revision
USIDRIGGINS,ID City of Riggins,IDRIGGINS,Municipal Tax Return,US,ID,,PRODUCTION,2023-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b9cf3d5a-475a-4b7f-97d0-d204eb2f1c20.png,2425,21111456,1,0,26
USIDSANDPOINT,ID Sandpoint,IDSANDPOINT,Local Option Tax Return,US,ID,,PRODUCTION,2019-06-01T00:00:00,2020-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/98ffd89f-21aa-42f5-810b-5942fa41cad5.png,1073,20260,1,0,6
USIDSTANLEY,ID Stanley,IDSTANLEY,Municipal Non-property Sales Tax Reporting Form,US,ID,,PRODUCTION,2025-04-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e73223f6-f9b4-4108-81eb-4f0b7ac9217b.png,346,21110217,1,0,12
USIDSUNVALLEY,ID Sun Valley,IDSUNVALLEY,Nonproperty Sales Tax (Lot) Local Option Tax,US,ID,,PRODUCTION,2019-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/2901bdc1-c2e6-450b-a420-2d6664091a11.png,347,21111073,1,0,28
USIDSWANVALLEY,ID Swan Valley,IDSWANVALLEY,Sales Tax and Occupancy Tax Report,US,ID,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ad37ee72-3b09-45e0-8166-f0ca7295346b.png,1018413,21100434,1,0,2
USIDVICTOR,ID Victor,IDVICTOR,Non-Property Sales Tax Return,US,ID,,PRODUCTION,2024-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/4506bcf0-e998-4de4-97aa-526f6a4e6691.png,348,21103923,1,0,29
USILART1,IL ART 1,ILART1,Illinois Automobile Renting Occupation and Use Tax Return,US,IL,,PRODUCTION,2024-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7a9059e7-6783-4227-a423-c6fab76c0217.png,3446,21107462,1,0,3
USILCAMPTONHILLS,IL Campton Streaming Amusement,USILCAMPTONHILLS,Streaming Amusement Tax return,US,IL,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5766f41b-50f1-421d-ba55-1290d318fedc.png,21020126,21113913,1,0,0
USILCHICAGO7510,Chicago Amusement Tax 7510  Annually,ILCHICAGOAMUSEMENT,Chicago Amusement Tax - 7510 - Annually,US,IL,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b663915b-1a35-45b2-8d2b-915acc99b66f.png,1177,21111258,1,0,21
USILCHICAGO7550,IL Chicago 7550 (1),ILCHICAGOLEASE,Lease Rental Tax Return Annual Reconciliation,US,IL,,PRODUCTION,2024-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b4ca5b5c-2d84-4bf7-8ea1-588ed4fccdeb.png,350,21111043,1,0,51
USILCHICAGO7575,IL CHICAGO 7575,ILCHICAGO7575,Chicago Motor Vehicle Lessor Form 7575,US,IL,,PRODUCTION,2005-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/717cccf8-caec-4c9e-845f-cce4702cc80e.png,3449,13659,1,0,3
USILCHICAGO8402B,IL Chicago 8402B,ILCHICAGO8402B,City of Chicago NonTitled Personal Property Use Tax,US,IL,,PRODUCTION,2016-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b734a90c-5a04-47a7-b908-cec75c8143ce.png,351,21091691,1,0,6
USILCHICAGOPREPAY,IL Chicago Monthly Deposit,ILCHICAGOPREPAY,Monthly Deposit Tax Return,US,IL,,PRODUCTION,2016-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c288c61b-04b8-4031-a365-4fb87eb4216d.png,353,21095227,1,0,18
USILFIRSTPREPAY,IL Sales 1st Prepay,ILFIRSTPREPAY,Sales Tax - Week 1 Prepayment,US,IL,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/095b8241-6c0a-4686-9c25-f18777355a2c.png,360,21106656,1,0,6
USILFOURTHPREPAY,IL Sales 4th Prepay,ILFOURTHPREPAY,Sales Tax - Week 4 Prepayment,US,IL,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b9738b5a-db38-4477-9868-afae62566ff4.png,363,21106659,1,0,6
USILILCHICAGORET,IL Chicago 8403,USILCHICAGORET,(2006) Nontitled Personal Ppty Use Retai,US,IL,,PRODUCTION,2016-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9d75cf13-666f-4ee0-829c-b8eea7a5158c.png,352,10232,1,0,6
USILPRD6PRD7,IL PRD6 PRD7,ILPRD6PRD7,Voluntary Disclosure Form for Sales and Use Tax and E911 Surcharge,US,IL,,PRODUCTION,2021-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/065f52dc-a780-4caf-93c4-051789206a7a.png,12963,1047856,1,0,21
USILRENTTOOWN,IL RENT TO OWN,ILRENTTOOWN,Illinois Rent to Own Tax Return,US,IL,,PRODUCTION,2018-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9ee64a24-0334-4c52-8abd-3436b5abc89f.png,3334,12997,1,0,1
USILSECONDPREPAY,IL Sales 2nd Prepay,ILSECONDPREPAY,Sales Tax - Week 2 Prepayment,US,IL,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/915f85ec-b6ba-42d2-a30e-62fd0e13a8fb.png,361,21106657,1,0,6
USILST1,IL ST1,ILST1,Sales and Use Tax and E911 Surcharge Return,US,IL,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/12b196c3-9930-4ad4-ab09-8b1a3da28516.png,355,21114272,1,0,373
USILST14,Chicago Soft Drink Tax Return,ILST14,Chicago Soft Drink Tax Return,US,IL,,PRODUCTION,2017-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f0e6d13e-4c53-40b6-a9c2-959d25a36c1d.png,3448,13695,1,0,1
USILST1ST2,IL ST1 ST2,ILST1ST2,Multiple Site Sales and Use Tax Return,US,IL,,PRODUCTION,2020-09-01T00:00:00,2021-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5079e1aa-d37d-4398-8311-a04e283e7766.png,356,21058439,1,0,123
USILST1ST2LOC140,IL ST 1 ST 2 Locations 140,ILST1ST2LOC140,Placeholder for manual web-filing,US,IL,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/bead0117-3f93-4b18-98de-81a8f79d76f1.png,358,34012,1,0,4
USILST1X,IL ST1X,ILST1X,Illinois Sales and Use Tax Amendment Return,US,IL,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c1b05abe-4beb-49ea-9f71-9c3166f11959.png,3292,1048319,1,0,6
USILTHIRDPREPAY,IL Sales 3rd Prepay,ILTHIRDPREPAY,Sales Tax - Week 3 Prepayment,US,IL,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e652f184-f4dc-444f-ba2e-e25aa651c99c.png,362,21106658,1,0,6
USINSER,IN SER,INSER,SST Electronic Return,US,IN,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ff41e382-c720-445d-ba30-294429b4094a.png,366,21114188,1,0,157
USINST103,IN ST103,INST103,Sales and Use Tax,US,IN,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/1c9257fd-da04-47a4-bf39-5a33fc32272c.png,367,21112399,1,0,87
USKSCT10U,KS CT 10U,KSCT10U,Kansas Consumers' Compensating Use Tax Return,US,KS,,PRODUCTION,2025-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ab2dfc9b-18ff-4dcf-b22d-04ae0a19d183.png,763,21111717,1,0,27
USKSCT9U,KS CT 9U,KSCT9U,Kansas Retailers' Compensation Use Tax Return,US,KS,,PRODUCTION,2025-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/1b2fb0bc-ea03-4f1a-bb81-4bb4fbe57733.png,369,21111718,1,0,86
USKSKS,KS CT-10U UV,CUKS,(01/08) Consumers Compensating Use,US,KS,,PRODUCTION,2005-07-01T00:00:00,2016-11-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c8c3ff04-d04e-46ea-aa8c-9cb6bfbfcfe6.png,368,5639,1,0,2
USKSSER,KS SER,KSSER,SST Electronic Return,US,KS,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ff41e382-c720-445d-ba30-294429b4094a.png,370,21114188,1,0,157
USKSST16,KS ST16,KSST16,EXPIRED - Kansas Retailers' Sales Tax Return,US,KS,,PRODUCTION,2022-10-01T00:00:00,2022-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/59bd5706-71c9-4a3b-aabd-514e45616bc3.png,371,21065143,1,0,21
USKSST36,KS ST36,KSST36,Kansas Retailers' Sales Tax Return (long form),US,KS,,PRODUCTION,2025-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6a9acc96-795d-49c3-a267-016b162aded3.png,372,21111409,1,0,60
USKY51A102,KY 51A102,KY51A102,Kentucky State Sales and Use Tax Worksheet,US,KY,,PRODUCTION,2020-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e52f9640-c9b6-4df8-9692-c7652e0d9e40.png,375,21104335,1,0,44
USKY51A103,KY 51A103,KY51A103,Kentucky State Accelerated (Prepayment) Sales and Use Tax Worksheet,US,KY,,PRODUCTION,2019-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/4b43a321-487e-4a09-9d2d-c6781af33eff.png,373,21104337,1,0,34
USKY51A113O,KY 51A113(O),KY51A113O,Consumer's Use Tax Return ONLY,US,KY,,PRODUCTION,2021-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/84b85fc3-b4a1-49d0-b9fc-c74af03dc3a1.png,784,1057958,1,0,6
USKYSER,KY SER,KYSER,SST Electronic Return,US,KY,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ff41e382-c720-445d-ba30-294429b4094a.png,374,21114188,1,0,157
USLAACADIA,LA Acadia,LAACADIA,Acadia Parish Local Sales & Use Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/a55accc3-8e36-4bf5-b3fb-3a9a9d83b5f8.png,376,21112721,1,0,29
USLAAIRPORTTAX,LA Airport Tax,LAAIRPORTTAX,Airport Tax District,US,LA,,PRODUCTION,2014-02-01T00:00:00,2016-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e9f15f05-0750-49e3-addc-015391828dc2.png,377,2648,1,0,1
USLAALLEN,LA Allen,LAALLEN,Allen Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c0cfcf73-ec51-4763-87ae-f840130c2d45.png,378,21112647,1,0,54
USLAASCENSION,LA Ascension,LAASCENSION,Ascension Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b46a8f6f-e483-46a1-9fcc-ab4b027be54b.png,379,21112649,1,0,68
USLAASCENSIONANNEXATION,LA Ascension Annexation,LAASCENSIONANNEXATION ,ASCENSION PARISH ANNEX SALES AND USE TAX REPORT,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/a61ff744-dbc5-4c22-936e-a71d28a0e31e.png,21019945,21112648,1,0,2
USLAASSUMPTION,LA Assumption,LAASSUMPTION,Assumption Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6c5cbd68-79de-4145-ada7-94d6824cf19a.png,380,21112655,1,0,35
USLAAVOYELLES,LA Avoyelles,LAAVOYELLES,Avoyelles Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/22bfe7a6-3332-449f-88f7-3dd73304e95b.png,381,21114150,1,0,37
USLABASILE,Town of Basile Sales and Use Tax Report,LABASILE,Basile (City) Local Sales & Use Tax Report,US,LA,,PRODUCTION,2025-01-01T00:00:00,2025-01-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5acb3282-5eb4-45b5-b65a-04e9213a2252.png,883,21109594,1,0,17
USLABEAUREGARD,LA Beauregard,LABEAUREGARD,Beauregard Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/bbd9f96e-3cab-47fd-bc46-75f55392f77c.png,382,21114154,1,0,26
USLABIENVILLE,LA Bienville,LABIENVILLE,Bienville Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/4149923f-5108-4e10-a792-79690f9644f8.png,383,21113729,1,0,26
USLABOSSIER,LA Bossier,LABOSSIER,Bossier Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d65425f6-c9a7-4fd3-9458-accfb6b99199.png,384,21113826,1,0,50
USLACADDO,LA Caddo,LACADDO,Caddo Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f4c4ac68-c0da-4fc3-9568-a3201c11eb66.png,385,21112657,1,0,80
USLACALCASIEU,LA Calcasieu,LACALCASIEU,Calcasieu Parish Sales & Use Tax Return,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/0a013619-fbf0-49af-8b2f-1f90fb54267d.png,386,21114438,1,0,82
USLACALDWELL,LA Caldwell,LACALDWELL,Caldwell Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c698d0b0-ea7e-4a08-8aa3-c9f04748ced1.png,387,21112659,1,0,24
USLACATAHOULA,LA Catahoula,LACATAHOULA,Catahoula Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3e6fa3b4-99cf-44b3-98f8-7feb7523619d.png,388,21112665,1,0,28
USLACLAIBORNE,LA Claiborne,LACLAIBORNE,Claiborne Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/dee786d3-d24f-4027-9ed0-f4d5a6bc2c56.png,389,21112661,1,0,35
USLACOMBINEDSTATELOCAL,Louisiana Combined State and Local Return,USLACOMBINEDSTATELOCAL,Louisiana Combined State and Local Return,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ec7f4850-ee63-4ce5-8c8a-48e304ed8fde.png,21020037,21115036,1,0,11
USLACONCORDIA,LA Concordia,LACONCORDIA,Concordia Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5cdbe5ee-406a-4592-8989-e625c74ad4da.png,390,21112670,1,0,28
USLADESOTO,LA DeSoto,LADESOTO,Desoto Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7beabedb-9c95-437b-bb0e-7fb44bcdfb33.png,391,21112663,1,0,32
USLAEASTBATONROUGE,LA East Baton Rouge,LAEASTBATONROUGE,East Baton Rouge Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/2394d19b-554c-4ce1-8f3e-8561585b725c.png,392,21113159,1,0,65
USLAEASTCARROLL,LA East Carroll,LAEASTCARROLL,East Carroll Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/588808fd-84f7-48d8-bc9f-117555366aaf.png,394,21112666,1,0,25
USLAEASTFELICIANA,LA East Feliciana,LAEASTFELICIANA,East Feliciana Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/8814bf7d-a66e-49a5-852f-d2115efdb027.png,395,21112671,1,0,33
USLAEVANGELINE,LA Evangeline,LAEVANGELINE,Evangeline Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/0d9315f7-eefd-4a1b-ba04-4ed999461438.png,396,21113825,1,0,25
USLAFRANKLIN,LA Franklin,LAFRANKLIN,Franklin Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6e950e07-3817-4572-b9ae-e1aedb5c4027.png,397,21113827,1,0,33
USLAGRANT,LA Grant,LAGRANT,Grant Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/974a32da-0a8c-45c4-9865-36e5ac69e0f4.png,398,21112669,1,0,33
USLAIBERIA,LA Iberia,LAIBERIA,Iberia Parish Local Sales & Use Tax Return,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/1a85610c-a91b-4655-a058-7bf533fd987a.png,399,21112718,1,0,37
USLAIBERVILLE,LA Iberville,LAIBERVILLE,Iberville Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9791081e-dff8-4fe3-96b0-948c0164d4de.png,400,21112672,1,0,26
USLAJACKSON,LA Jackson,LAJACKSON,Jackson Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ede9beb7-9359-468e-9b7f-c8b4a17d9f59.png,401,21112720,1,0,30
USLAJEFFERSON,LA Jefferson,LAJEFFERSON,Jefferson Parish Local Sales Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3a5982b9-296a-4db1-90db-cfe3c00a2003.png,1072,21113163,1,0,40
USLAJEFFERSONAIRPORT,LA JeffersonAirport Combined,LAJEFFERSONAIRPORT,Jefferson Parish Local Airport Sales Tax Report (for New Orleans International Airport Location),US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f03f3d7f-defc-4a8b-bbe8-322679a43cb9.png,2386,21113164,1,0,36
USLAJEFFERSONDAVIS,LA Jefferson Davis,LAJEFFERSONDAVIS,Jefferson Davis Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5835d834-4112-4feb-a4d6-005357bb6cd1.png,403,21112722,1,0,42
USLAJEFFERSONFOOD,LA Jefferson Food,LAJEFFERSONFOOD,"Jefferson Parish Local Food, Sales & Use Tax Report",US,LA,,PRODUCTION,2022-10-01T00:00:00,2022-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d48b110d-82ac-481b-bef1-c1cf1c6e78bb.png,402,21067215,1,0,22
USLALAFAYETTE,LA Lafayette,LALAFAYETTE,Lafayette Parish Local Sales & Use Tax Reportt,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e4980c2d-63fd-4b91-ad5d-0bd7c39f9d6d.png,405,21113489,1,0,73
USLALAFOURCHE,LA Lafourche,LALAFOURCHE,Lafourche Parish Local Sales & Use Tax Return,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e50f5794-2619-4b57-bc12-3e5030a83127.png,406,21112723,1,0,27
USLALASALLE,LA LaSalle,LALASALLE,LaSalle Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/97230a61-b70d-4138-9c5d-b55dd659d7d2.png,404,21112674,1,0,29
USLALINCOLN,LA Lincoln,LALINCOLN,Lincoln Parish Local Sales & Use Tax Return,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f19c73bb-8c82-45a8-8a56-6c27221be054.png,407,21112629,1,0,46
USLALIVINGSTON,LA Livingston,LALIVINGSTON,Livingston Parish Local Sales & Use Tax Return,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/310a6398-7fea-425c-9635-474d2a275a5b.png,408,21113832,1,0,39
USLAMADISON,LA Madison,LAMADISON,Madison Parish Local Sales & Use Tax Report,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/83dd0f45-363a-4e9c-97e3-d7597bab781e.png,409,21112725,1,0,30
USLAMAGNOLIAMARKETPLACE,LA Magnolia 8000G,LAMAGNOLIAMARKETPLACE,Magnolia Marketplace Sales Tax Return,US,LA,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3c5078af-c564-4bd5-b645-795c33df9560.png,21019532,21109670,1,0,5
USLAMOREHOUSE,LA Morehouse,LAMOREHOUSE,Morehouse Parish Local Sales & Use Tax Return,US,LA,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/61715409-f367-4608-8de9-ff69cc1f7441.png,410,21113833,1,0,32
