tax_form_code,tax_form_name,legacy_return_name,description,country,region,purpose,status,effective_date,end_date,preview_image,form_master_id,form_version_id,major,minor,revision
USCAPREPAYMENTCU,CA Prepayment Consumer Use,USCAPREPAYMENTCU,Consumer Use Tax Prepayment Form,US,CA,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/4fc174ba-17eb-4212-ba0a-f45e014c1552.png,21020039,21112836,1,0,1
USCOALAMOSA,CO Alamosa,COALAMOSA,Retail Sales Tax Return,US,CO,,PRODUCTION,2010-03-01T00:00:00,2019-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5c8b8bb1-d4ca-4b9d-a7b1-7319f5b3bd45.png,205,12249,1,0,6
USCOALAMOSAUSE,CO Alamosa Use,COALAMOSAUSE,Alamosa Use Tax Return,US,CO,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/20c0c773-7674-4b9b-837d-a18e9eea93a4.png,21018908,21070591,1,0,2
USCOARVADA,CO Arvada,COARVADA,Sales & Use Tax Return,US,CO,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f68b2bc9-60dd-4a9a-a9fd-77ce247ee28a.png,206,21105268,1,0,50
USCOASPEN,CO Aspen,COASPEN,Sales and Lodging Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/dd76cb35-9656-45f1-83c9-029f30072909.png,207,21110411,1,0,40
USCOAURORA,CO Aurora,COAURORA,Sales & Use Tax Return,US,CO,,PRODUCTION,2025-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/38096fa9-14ce-4e29-8381-25fb288bea3c.png,208,21112926,1,0,31
USCOAURORACONSOLIDATED,CO Aurora (Consolidated),COAURORACONSOLIDATED,Sales & Use Tax Returnn,US,CO,,PRODUCTION,2025-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5cb0643d-3b41-4cbd-89e2-51929e4a38fb.png,209,21112927,1,0,15
USCOAVON,CO Avon,COAVON,Avon Tax Return,US,CO,,PRODUCTION,2010-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7cf8dc02-5956-4935-9ac8-31b35c2ae14f.png,211,21104257,1,0,43
USCOBEAVERCREEKCIVICASSESSMENT,CO Beaver Creek Civic Assesment,COBEAVERCREEKCIVICASSESSMENT,Civic Assessment Tax Return,US,CO,,PRODUCTION,2022-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3bb7ea15-e7ab-4054-bfdb-9a0c3fcb7cbd.png,1312,21097064,1,0,9
USCOBLACKHAWK,CO Black Hawk,COBLACKHAWK,Sales Tax Return,US,CO,,PRODUCTION,2025-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c77a5619-0ad0-4c00-a4c9-1305f9ad08d3.png,212,21109227,1,0,48
USCOBOULDER,CO Boulder,COBOULDER,Sales Tax Return,US,CO,,PRODUCTION,2017-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/15fdfa7a-cc6d-4265-a082-fd907c26f5eb.png,213,21068887,1,0,31
USCOBOULDERCONSOLIDATED,CO Boulder Outlets,COBOULDERCONSOLIDATED,Sales Tax Return,US,CO,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c1da8431-f3f6-412e-9d17-65d6f18c58f4.png,12699,21114458,1,0,11
USCOBRECKENRIDGE,CO Breckenridge,COBRECKENRIDGE,Sales Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c9141be4-b569-4cba-a4e8-2cdacb4af6b1.png,214,21113534,1,0,54
USCOBRIGHTON,CO Brighton,COBRIGHTON,Sales Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/1f7ef671-49b0-4636-bb85-166c0950333f.png,215,21114037,1,0,56
USCOBROOMFIELD,CO Broomfield,COBROOMFIELD,Sales Tax Return,US,CO,,PRODUCTION,2023-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ec603fc0-d4c7-4833-9d31-d06b7399254f.png,216,21092546,1,0,34
USCOCANON,CO Canon,COCANON,Sales Tax Return,US,CO,,PRODUCTION,2019-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9484b9fd-fd6c-4bef-accc-5c039f87007b.png,217,21066851,1,0,30
USCOCANONUSE,CO Canon Use,USCOCANON,Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5df0c0a4-4cd9-4992-a964-00156ba2cb10.png,21018906,21110105,1,0,7
USCOCARBONDALEA,CO Carbondale Annual,COCARBONDALEA,Sales Tax Return,US,CO,,PRODUCTION,2013-06-01T00:00:00,2023-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9b3e4a5c-f09d-46fd-94ad-99306a253224.png,218,21097309,1,0,26
USCOCASTLEPINES,CO Castle Pines,COCASTLEPINES,Sales/Use Tax Return,US,CO,,PRODUCTION,2024-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c05f7ae8-3103-4d0b-8699-39ebc934cb23.png,12071,21099097,1,0,23
USCOCASTLEROCK,CO Castle Rock,COCASTLEROCK,Sales Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/211eb3b1-9fe1-4cd2-a4cb-3d7fe7424696.png,221,21108530,1,0,15
USCOCENTENNIAL,CO Centennial,COCENTENNIAL,City of Centennial Sales Tax Return,US,CO,,PRODUCTION,2019-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d698b045-e575-4545-be4a-474f3821ba43.png,222,21112617,1,0,36
USCOCENTERRALIFESTYLERSF,CO Centerra Lifestyle Center,COCENTERRALIFESTYLERSF,RSF Payment Form,US,CO,,PRODUCTION,2010-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/09f46535-4458-4470-be20-698e83cc5a9e.png,223,45094,1,0,4
USCOCENTERRAPIF,CO Centerra Public Improvement Collection Corp,COCENTERRAPIF,PIF Payment Form,US,CO,,PRODUCTION,2022-11-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f478f5ca-595c-4ec7-ac0a-c6be14e0aad7.png,224,21065926,1,0,7
USCOCENTERRARSF,CO Centerra Retail Sales Fee,COCENTERRARSF,RSF Payment Form,US,CO,,PRODUCTION,2019-11-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/97c994f5-2361-45ca-89a0-666252e5b43c.png,225,35312,1,0,4
USCOCENTRAL,CO Central,COCENTRAL,Sales Tax Return,US,CO,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7d45808e-287f-4705-afef-61d79b20c55f.png,226,21099775,1,0,24
USCOCHERRYHILLSVILLAGE,CO Cherry Hills Village,COCHERRYHILLSVILLAGE,Sales Tax Return,US,CO,,PRODUCTION,2023-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/98cd1e7a-c8ab-4173-beaa-950959a7af3f.png,227,21067707,1,0,7
USCOCOLORADOSPRINGS,CO Colorado Springs,COCOLORADOSPRINGS,Sales Tax Return,US,CO,,PRODUCTION,2025-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/25a064ea-4dc5-4a6d-8587-9aa351fa2d2c.png,228,21112263,1,0,91
USCOCOMMERCE,CO Commerce,COCOMMERCE,Sales/Use Tax Return,US,CO,,PRODUCTION,2022-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5f5a350c-3f07-4244-9782-ecbb0a60680a.png,229,21105685,1,0,49
USCOCORTEZ,CO Cortez,COCORTEZ,Sales Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/892180e6-545d-4153-a0ad-aec4b9e6169e.png,230,21113885,1,0,24
USCOCRAIG,CO Craig,COCRAIG,"Craig, CO Retail Sales Tax Return",US,CO,,PRODUCTION,2024-04-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/696693e8-e1bb-4e81-bdda-c34490fe73e0.png,3307,21104689,1,0,23
USCOCRESTEDBUTTE,CO Crested Butte,COCRESTEDBUTTE,Sales Tax Return,US,CO,,PRODUCTION,2016-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/86c9392d-5d36-4789-b763-36229068a4e4.png,231,21109358,1,0,25
USCODACONO,CO Dacono,CODACONO,Sale and Use Tax Return,US,CO,,PRODUCTION,2022-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/59db56b6-e434-4882-838a-08fc483c0a2e.png,925,21112638,1,0,30
USCODELTA,CO Delta,CODELTA,Sales & Use Tax Return,US,CO,,PRODUCTION,2022-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c8a48d30-1d03-4264-9bd2-d90c7c000703.png,243,21112634,1,0,15
USCODENVER,CO Denver Monthly,CODENVER,Denver Monthly Sales/Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/bc403e1f-2a72-4f28-b5f9-632d56df5103.png,245,21107970,1,0,47
USCODENVERA,CO Denver Annual,CODENVERA,Denver Annual Sales/Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/99f24ec8-162b-4f43-88e9-e8a669fbb96c.png,244,21107974,1,0,38
USCODENVERCONSOLIDATEDM,CO Denver Outlets Monthly,CODENVERCONSOLIDATEDM,Denver Monthly Sales/Use Tax Return (Outlets),US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/61db8313-1f8c-4b37-bc5b-e11c881dc1b6.png,12955,21108731,1,0,19
USCODENVERCONSOLIDATEDQ,CO Denver Outlets Quarterly,CODENVERCONSOLIDATEDQ,Denver Quarterly Sales/Use Tax Return (Outlets),US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/692b1929-e9f8-42c6-944d-711896202216.png,12957,21108764,1,0,24
USCODENVERCUA,CO Denver Consumer Use Annual,CODENVERCUA,Denver Annual Consumers Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6c0d0605-2a81-416f-b7f5-bf5b57d08fe0.png,3547,21107961,1,0,16
USCODENVERCUM,CO Denver Consumer Use Monthly,CODENVERCUM,Denver Monthly Consumers Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/34d968b5-277e-4977-861c-9e47950fe60f.png,3544,21107963,1,0,16
USCODENVERCUQ,CO Denver Consumer Use Quarterly,CODENVERCUQ,Denver Quarterly Consumers Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/2cf42cda-6d38-4b8f-9804-8175c1e88bc3.png,3546,21107964,1,0,12
USCODENVERQ,CO Denver Quarterly,CODENVERQ,Denver Quarterly Sales/Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/59eb2b6d-89bc-45a3-aefc-c944c6793e4c.png,247,21107977,1,0,31
USCODR0100,CO DR0100,CODR0100,Colorado Retail Sales Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b2b45744-6a43-4983-a3f1-5a8576b57fd0.png,233,21114288,1,0,140
USCODR0100CS,CO DR 0100 for Outlets,CODR0100CS,Colorado Retail Sales Tax Return for Outlets,US,CO,,PRODUCTION,2016-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/78525aa0-3360-4c0b-9e49-22e38b92d349.png,234,21114307,1,0,343
USCODR0173,CO DR 0173,CODR0173,Retailer's Use Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/2a7e8367-9b12-43a3-89cc-fd54e1a0c43d.png,236,21113558,1,0,94
USCODR0252,CO DR 0252,CODR0252,Consumer Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/fdfdf2ef-30c2-457d-976a-3f650ee8007f.png,242,21108290,1,0,42
USCODR1786,CO DR 1786,CODR1786,Colorado Retail Fee Delivery Return,US,CO,,PRODUCTION,2025-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/44ce03b7-9741-4634-8ac8-384e46fee4fc.png,21018645,21110965,1,0,20
USCODURANGO,CO Durango,CODURANGO,Sales/Use Tax Return,US,CO,,PRODUCTION,2025-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/14c9c77a-99a9-47ff-abdd-86e95f644957.png,248,21109543,1,0,61
USCOEDGEWATER,CO Edgewater,COEDGEWATER,Sales Tax Return,US,CO,,PRODUCTION,2022-05-01T00:00:00,2023-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/301a8270-21e1-479c-980b-e24a430980c4.png,249,21066861,1,0,26
USCOELKVALLEYPIF,CO Elk Valley Public Improvement Corporation,COELKVALLEYPIF,Public Improvement Fee Schedule,US,CO,,PRODUCTION,2011-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f7f6f74e-88cc-4773-88f0-745816f8ad9a.png,250,21092208,1,0,10
USCOENGLEWOOD,CO Englewood,COENGLEWOOD,Sales Tax Return,US,CO,,PRODUCTION,2023-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/08360074-40d7-4794-a1dc-6a5014204afa.png,251,21104250,1,0,22
USCOEVANS,CO Evans,COEVANS,Sales and Use Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/99f21c45-2e88-40a4-9340-6aaa052bcff3.png,252,21113651,1,0,31
USCOFEDERALHEIGHTS,CO Federal Heights,COFEDERALHEIGHTS,Sales Tax Return,US,CO,,PRODUCTION,2020-08-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/cbd3c773-f0e2-4bf1-8b54-04b44fcb3714.png,254,21112610,1,0,16
USCOFIRSTMAINBID2PIF,COFIRSTMAINBID2PIF,COFIRSTMAINBID2PIF,Colorado First Main PIF,US,CO,,PRODUCTION,2013-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7d1624ab-0008-4fdc-b1de-9d03474edd71.png,901,6481,1,0,1
USCOFOOTHILLSPIF,CO FOOTHILLS PIF,USCOFOOTHILLSPIF,Foothills Metropolitan District Public Improvement Fee Return,US,CO,,PRODUCTION,2016-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/acd22cd8-ea46-4fdc-ab86-a9bea61f7b3d.png,2227,12554,1,0,2
USCOFORTCOLLINS,CO Fort Collins,COFORTCOLLINS,Sales/Use Tax Return,US,CO,,PRODUCTION,2024-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3b20ef5e-3a64-4712-8d60-255892b3fe7b.png,255,21112254,1,0,35
USCOFRISCO,CO Frisco,COFRISCO,Schedule A - Certification / Sales / Computation of Tax,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/a2d1f85a-572e-44a2-bbe5-241e1ba6caea.png,257,21110039,1,0,51
USCOFRONTRANGEPIF,CO Front Range Retail Company,COFRONTRANGEPIF,Public Improvement Fee Schedule,US,CO,,PRODUCTION,2012-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/12e2b403-e63c-4bfd-911c-7979fe129dd5.png,258,45149,1,0,4
USCOGLENDALE,CO Glendale,COGLENDALE,Sales/Use Tax Return,US,CO,,PRODUCTION,2013-08-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/38d630cc-672a-4b9b-93ae-acd731567c15.png,259,21101083,1,0,28
USCOGLENWOODSPRINGS,CO Glenwood Springs,COGLENWOODSPRINGS,Glenwood Springs Tax Return,US,CO,,PRODUCTION,2014-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/94f6bfb8-f34a-46b9-974c-97211a072d51.png,260,21107989,1,0,29
USCOGOLDEN,CO Golden,COGOLDEN,Sales/Use Tax Return,US,CO,,PRODUCTION,2016-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/19f047c3-529c-4e8c-ace0-e56fe376cca5.png,261,21097104,1,0,23
USCOGRANDJUNCTION,CO Grand Junction,COGRANDJUNCTION,Sales/Use Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3b5f9ae0-1a84-4803-a81d-2388be624e28.png,262,21113938,1,0,53
USCOGREELEY,CO Greeley,COGREELEY,Sales/Use Tax Return,US,CO,,PRODUCTION,2016-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6518a564-5650-4c71-a54e-96dd6fc18074.png,263,21113155,1,0,28
USCOGREENWOODVILLAGE,CO Greenwood Village,COGREENWOODVILLAGE,Sales/Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/39ce57b1-daf1-4467-97a4-67360c8eaca8.png,264,21112242,1,0,24
USCOGUNNISON,CO Gunnison,COGUNNISON,Sale Tax Return,US,CO,,PRODUCTION,2016-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/19b039ac-6c4c-423e-8834-3890818c8744.png,265,21104180,1,0,20
USCOGYPSUM,CO Gypsum,COGYPSUM,Town of Gypsum Sales Tax Return,US,CO,,PRODUCTION,2018-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/71bf21d8-47d5-45aa-bb81-c4e9aa700218.png,266,21111253,1,0,22
USCOLAFAYETTE,CO Lafayette,COLAFAYETTE,Sales/Use Tax Return,US,CO,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/dab5194f-a636-4f99-97b3-6a9c5d0508e3.png,268,21108017,1,0,31
USCOLAJUNTA,CO La Junta,COLAJUNTA,Sales/Use Tax Return,US,CO,,PRODUCTION,2023-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/cffeee24-88c7-433e-9675-65f60ab53567.png,267,21097482,1,0,17
USCOLAKEWOOD,CO Lakewood,COLAKEWOOD,Sales and Use Tax Return,US,CO,,PRODUCTION,2020-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/89ee89d2-24e1-4215-b656-ad3dc3c9aa45.png,269,21104246,1,0,40
USCOLAKEWOODMILLSCREEKSIDE,CO Lakewood Mills and Creekside,COLAKEWOODMILLSCREEKSIDE,Sales and Use Tax Return - Colorado Mills and Creekside,US,CO,,PRODUCTION,2012-06-01T00:00:00,2020-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/8ee78a70-b231-4e6a-b345-da235948f5bb.png,271,45120,1,0,6
USCOLAMAR,CO Lamar,COLAMAR,Sales/Use Tax Return,US,CO,,PRODUCTION,2020-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5a0eb307-6814-43eb-8a48-a94da561cbf2.png,272,21104181,1,0,36
USCOLARKSPUR,CO Larkspur,COLARKSPUR,Sales Tax Return,US,CO,,PRODUCTION,2009-05-01T00:00:00,2021-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/eac80dfb-f2b4-4d99-b92b-fdac57a14444.png,273,40705,1,0,6
USCOLITTLETON,CO Littleton,COLITTLETON,Sales/Use Tax Return,US,CO,,PRODUCTION,2023-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7b05a9ce-b2cd-4710-88c5-3cb611fde253.png,274,21104255,1,0,42
USCOLONETREE,CO Lone Tree,COLONETREE,Sales/Use Tax Return,US,CO,,PRODUCTION,2023-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/a887e84d-1443-4f42-8dcc-738fb57d39e1.png,275,21104051,1,0,35
USCOLONGMONT,CO Longmont,COLONGMONT,Sales/Use Tax Return,US,CO,,PRODUCTION,2019-08-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/caf09d55-8747-4eb4-90eb-7a0274efdb78.png,276,21104178,1,0,57
USCOLOUISVILLE,CO Louisville,COLOUISVILLE,City of Lousiville sales Tax Return,US,CO,,PRODUCTION,2025-11-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6d2f4f38-8821-43ea-9857-46ead29caded.png,277,21113254,1,0,35
USCOLOVELAND,CO Loveland,COLOVELAND,Sales Tax Return,US,CO,,PRODUCTION,2025-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/a9370182-3128-46c2-908d-9ecd44580c89.png,278,21112928,1,0,47
USCOLOVELANDCENTERRA,CO Loveland Centerra,COLOVELANDCENTERRA,Sales Tax Return,US,CO,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/59e5abab-d6d6-4b6d-9b14-11f77c7b7237.png,21018728,21064607,1,0,6
USCOMONTROSE,CO Montrose,COMONTROSE,Sales/Use Tax Return,US,CO,,PRODUCTION,2020-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/66050da8-ef91-4200-ace0-e6d8ab768da9.png,279,21104234,1,0,43
USCOMONUMENT,CO Monument,COMONUMENT,Sales/Use Tax Return,US,CO,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e61f155f-136e-4d8a-b971-1acea6ce05af.png,21019802,21113860,1,0,9
